N,ID,goalReachedFBON0,goalReachedFBON1,goalReachedFBON10,goalReachedFBON11,goalReachedFBON12,goalReachedFBON13,goalReachedFBON14,goalReachedFBON15,goalReachedFBON16,goalReachedFBON17,goalReachedFBON18,goalReachedFBON19,goalReachedFBON2,goalReachedFBON20,goalReachedFBON21,goalReachedFBON22,goalReachedFBON23,goalReachedFBON3,goalReachedFBON4,goalReachedFBON5,goalReachedFBON6,goalReachedFBON7,goalReachedFBON8,goalReachedFBON9
764,76392,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
765,76461,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
766,76563,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
767,76659,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
768,76715,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
769,76808,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
770,76989,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
771,77022,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
772,77166,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
773,77295,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
774,77350,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
775,77464,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
776,77505,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0
777,77674,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
778,77752,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
779,77843,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
780,77934,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
781,78054,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
782,78121,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
783,78201,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
784,78348,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
785,78451,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
786,78592,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
787,78692,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
788,78795,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
789,78888,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
790,78969,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
791,79081,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
792,79126,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
793,79249,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
794,79322,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,13,0,0,0,0,13,0,0
795,79442,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
796,79536,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
797,79611,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
798,79719,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
799,79846,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
800,79971,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
801,80090,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
802,80138,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
803,80294,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
804,80318,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
805,80464,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
806,80535,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
807,80676,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
808,80794,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
809,80803,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
810,80900,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
811,81014,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
812,81135,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
813,81239,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
814,81337,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
815,81417,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
816,81562,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
817,81655,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
818,81783,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
819,81850,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
820,81944,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
821,82094,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
822,82131,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
823,82213,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,8,0,0,0,0,10,0,0
824,82380,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
825,82405,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
826,82545,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
827,82692,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
828,82777,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
829,82854,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,11,0,0
830,82963,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
831,83088,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
832,83179,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
833,83268,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
834,83369,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
835,83486,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
836,83540,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
837,83607,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
838,83762,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
839,83894,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
840,83917,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
841,84018,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
842,84136,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
843,84232,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
844,84344,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
845,84424,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
846,84543,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
847,84619,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
848,84782,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
849,84877,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
850,84915,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
851,85088,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
852,85114,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
853,85202,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
854,85332,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
855,85466,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
856,85515,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
857,85646,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
858,85711,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
859,85819,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
860,85962,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
861,86018,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
862,86197,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
863,86218,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
864,86357,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
865,86492,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
866,86550,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
867,86693,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
868,86767,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
869,86863,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
870,86947,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
871,87048,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
872,87113,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
873,87266,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
874,87366,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
875,87449,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
876,87512,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
877,87637,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
878,87711,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
879,87828,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
880,87938,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
881,88063,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
882,88196,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
883,88264,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
884,88322,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
885,88421,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
886,88592,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
887,88622,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
888,88749,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
889,88883,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
890,88908,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
891,89058,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
892,89112,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
893,89258,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
894,89318,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
895,89490,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
896,89593,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
897,89675,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,9,0,0,0,0,11,0,0
898,89742,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
899,89870,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
900,89942,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
901,90022,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
902,90115,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
903,90266,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
904,90302,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
905,90409,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,11,0,0
906,90562,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
907,90605,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
